symbol,price_day,price_change,closing_price,start_price,end_price 
SGML,2024-04-09,1.8,15.42,,
SGML,2024-04-08,4.8,15.14,,
SGML,2024-04-05,4.9,14.45,,
SGML,,,,13.77,14.95
SHC,2024-05-01,0.6,11.27,,
SHC,2024-04-30,-1.6,11.2,,
SHC,2024-04-29,-0.2,11.38,,
SHC,2024-04-26,0.7,11.4,,
SHC,2024-04-25,0.4,11.32,,
SHC,2024-04-24,-1.0,11.27,,
SHC,2024-04-23,2.6,11.38,,
SHC,2024-04-22,1.3,11.09,,
SHC,2024-04-19,0.5,10.95,,
SHC,2024-04-18,1.4,10.9,,
SHC,2024-04-17,-1.3,10.75,,
SHC,2024-04-16,-1.1,10.89,,
SHC,2024-04-15,-2.4,11.01,,
SHC,2024-04-12,-1.2,11.28,,
SHC,2024-04-11,0.0,11.42,,
SHC,2024-04-10,-1.7,11.42,,
SHC,2024-04-09,1.9,11.62,,
SHC,2024-04-08,0.5,11.4,,
SHC,2024-04-05,-0.5,11.34,,
SHC,,,,11.4,11.27
SHLS,2024-05-01,0.6,8.5,,
SHLS,2024-04-30,-3.2,8.45,,
SHLS,2024-04-29,2.5,8.73,,
SHLS,2024-04-26,3.1,8.52,,
SHLS,2024-04-25,-2.7,8.26,,
SHLS,2024-04-24,0.4,8.49,,
SHLS,2024-04-23,0.4,8.46,,
SHLS,2024-04-22,1.7,8.43,,
SHLS,2024-04-19,1.0,8.29,,
SHLS,2024-04-18,-0.8,8.21,,
SHLS,2024-04-17,-0.8,8.28,,
SHLS,2024-04-16,-4.2,8.35,,
SHLS,2024-04-15,-4.9,8.72,,
SHLS,2024-04-12,-5.3,9.17,,
SHLS,2024-04-11,-4.3,9.68,,
SHLS,2024-04-10,-4.5,10.11,,
SHLS,2024-04-09,3.1,10.59,,
SHLS,2024-04-08,-1.1,10.27,,
SHLS,2024-04-05,-2.6,10.38,,
SHLS,,,,10.66,8.5
SHOP,2024-05-01,0.3,70.4,,
SHOP,2024-04-30,-3.1,70.2,,
SHOP,2024-04-29,1.6,72.48,,
SHOP,2024-04-26,1.1,71.33,,
SHOP,2024-04-25,-2.4,70.55,,
SHOP,2024-04-24,-2.4,72.26,,
SHOP,2024-04-23,4.9,74.01,,
SHOP,2024-04-22,1.3,70.55,,
SHOP,2024-04-19,0.2,69.67,,
SHOP,2024-04-18,0.1,69.51,,
SHOP,2024-04-17,1.0,69.41,,
SHOP,2024-04-16,0.2,68.7,,
SHOP,2024-04-15,-2.0,68.57,,
SHOP,2024-04-12,-2.2,70.0,,
SHOP,2024-04-11,-0.6,71.57,,
SHOP,2024-04-10,-3.9,71.98,,
SHOP,2024-04-09,0.7,74.92,,
SHOP,2024-04-08,-1.2,74.38,,
SHOP,2024-04-05,0.6,75.28,,
SHOP,,,,74.81,70.4
SHW,2024-05-01,1.2,303.34,,
SHW,2024-04-30,-2.1,299.61,,
SHW,2024-04-29,-0.1,306.09,,
SHW,2024-04-26,0.5,306.45,,
SHW,2024-04-25,0.4,304.81,,
SHW,2024-04-24,0.5,303.73,,
SHW,2024-04-23,-2.2,302.36,,
SHW,2024-04-22,1.1,309.26,,
SHW,2024-04-19,-1.1,305.96,,
SHW,2024-04-18,-0.3,309.38,,
SHW,2024-04-17,0.6,310.16,,
SHW,2024-04-16,-1.8,308.38,,
SHW,2024-04-15,-1.3,313.97,,
SHW,2024-04-12,-0.5,318.25,,
SHW,2024-04-11,-0.4,319.92,,
SHW,2024-04-10,-4.0,321.16,,
SHW,2024-04-09,0.7,334.55,,
SHW,2024-04-08,0.1,332.3,,
SHW,2024-04-05,0.6,331.85,,
SHW,,,,329.86,303.34
SIRI,2024-05-01,3.7,3.05,,
SIRI,2024-04-30,-7.3,2.94,,
SIRI,2024-04-29,5.0,3.17,,
SIRI,2024-04-26,0.0,3.02,,
SIRI,2024-04-25,-4.4,3.02,,
SIRI,2024-04-24,0.0,3.16,,
SIRI,2024-04-23,1.0,3.16,,
SIRI,2024-04-22,1.3,3.13,,
SIRI,2024-04-19,1.0,3.09,,
SIRI,2024-04-18,-1.3,3.06,,
SIRI,2024-04-17,-1.6,3.1,,
SIRI,2024-04-16,-0.9,3.15,,
SIRI,2024-04-15,-0.9,3.18,,
SIRI,2024-04-12,-3.9,3.21,,
SIRI,2024-04-11,0.0,3.34,,
SIRI,2024-04-10,-3.2,3.34,,
SIRI,2024-04-09,2.1,3.45,,
SIRI,2024-04-08,-3.2,3.38,,
SIRI,2024-04-05,-1.7,3.49,,
SIRI,,,,3.55,3.05
SJM,2024-05-01,-1.1,113.6,,
SJM,2024-04-30,0.2,114.85,,
SJM,2024-04-29,0.9,114.65,,
SJM,2024-04-26,-1.4,113.6,,
SJM,2024-04-25,-2.8,115.18,,
SJM,2024-04-24,0.7,118.55,,
SJM,2024-04-23,0.2,117.7,,
SJM,2024-04-22,2.4,117.46,,
SJM,2024-04-19,3.3,114.76,,
SJM,2024-04-18,1.2,111.1,,
SJM,2024-04-17,-0.2,109.8,,
SJM,2024-04-16,-0.2,109.98,,
SJM,2024-04-15,0.5,110.2,,
SJM,2024-04-12,-2.2,109.61,,
SJM,2024-04-11,-1.3,112.04,,
SJM,2024-04-10,-3.3,113.54,,
SJM,2024-04-09,1.2,117.37,,
SJM,2024-04-08,-1.1,115.94,,
SJM,2024-04-05,-1.3,117.22,,
SJM,,,,118.79,113.6
SKX,2024-05-01,-0.9,65.46,,
SKX,2024-04-30,-0.2,66.05,,
SKX,2024-04-29,1.2,66.19,,
SKX,2024-04-26,11.2,65.41,,
SKX,2024-04-25,-0.6,58.82,,
SKX,2024-04-24,-0.8,59.15,,
SKX,2024-04-23,2.8,59.64,,
SKX,2024-04-22,2.8,58.01,,
SKX,2024-04-19,-0.8,56.41,,
SKX,2024-04-18,0.6,56.86,,
SKX,2024-04-17,-1.5,56.52,,
SKX,2024-04-16,1.6,57.39,,
SKX,2024-04-15,0.6,56.48,,
SKX,2024-04-12,-1.7,56.17,,
SKX,2024-04-11,-0.1,57.12,,
SKX,2024-04-10,-1.6,57.2,,
SKX,2024-04-09,-0.2,58.15,,
SKX,2024-04-08,0.4,58.25,,
SKX,2024-04-05,-0.1,58.0,,
SKX,,,,58.08,65.46
SLB,2024-05-01,-0.7,47.16,,
SLB,2024-04-30,-3.5,47.48,,
SLB,2024-04-29,0.0,49.21,,
SLB,2024-04-26,-0.5,49.2,,
SLB,2024-04-25,0.7,49.44,,
SLB,2024-04-24,-0.9,49.11,,
SLB,2024-04-23,0.1,49.55,,
SLB,2024-04-22,-0.7,49.51,,
SLB,2024-04-19,-2.1,49.85,,
SLB,2024-04-18,0.3,50.94,,
SLB,2024-04-17,-1.2,50.81,,
SLB,2024-04-16,-0.5,51.41,,
SLB,2024-04-15,-0.6,51.67,,
SLB,2024-04-12,-3.7,52.0,,
SLB,2024-04-11,-0.4,54.0,,
SLB,2024-04-10,0.1,54.2,,
SLB,2024-04-09,0.2,54.17,,
SLB,2024-04-08,-1.8,54.04,,
SLB,2024-04-05,1.4,55.03,,
SLB,,,,54.27,47.16
SLM,2024-05-01,0.3,21.25,,
SLM,2024-04-30,-2.0,21.19,,
SLM,2024-04-29,-1.2,21.63,,
SLM,2024-04-26,-0.1,21.9,,
SLM,2024-04-25,-0.8,21.93,,
SLM,2024-04-24,0.8,22.1,,
SLM,2024-04-23,2.9,21.93,,
SLM,2024-04-22,1.1,21.32,,
SLM,2024-04-19,1.5,21.09,,
SLM,2024-04-18,1.0,20.78,,
SLM,2024-04-17,-0.4,20.58,,
SLM,2024-04-16,-0.3,20.66,,
SLM,2024-04-15,0.2,20.72,,
SLM,2024-04-12,-1.6,20.67,,
SLM,2024-04-11,0.4,21.0,,
SLM,2024-04-10,-1.7,20.91,,
SLM,2024-04-09,-1.0,21.27,,
SLM,2024-04-08,1.3,21.49,,
SLM,2024-04-05,0.8,21.22,,
SLM,,,,21.06,21.25
SM,2024-05-01,-2.8,47.12,,
SM,2024-04-30,-4.6,48.49,,
SM,2024-04-29,0.0,50.84,,
SM,2024-04-26,0.8,50.84,,
SM,2024-04-25,0.9,50.44,,
SM,2024-04-24,0.4,50.01,,
SM,2024-04-23,2.0,49.81,,
SM,2024-04-22,1.6,48.85,,
SM,2024-04-19,0.1,48.09,,
SM,2024-04-18,-2.5,48.04,,
SM,2024-04-17,-2.0,49.29,,
SM,2024-04-16,-0.3,50.29,,
SM,2024-04-15,-0.6,50.42,,
SM,2024-04-12,-1.9,50.73,,
SM,2024-04-11,-1.4,51.7,,
SM,2024-04-10,1.3,52.41,,
SM,2024-04-09,-0.5,51.74,,
SM,2024-04-08,-1.4,52.01,,
SM,2024-04-05,1.4,52.76,,
SM,,,,52.04,47.12
SMAR,2024-05-01,1.7,38.48,,
SMAR,2024-04-30,-1.3,37.83,,
SMAR,2024-04-29,0.2,38.34,,
SMAR,2024-04-26,0.5,38.28,,
SMAR,2024-04-25,-0.7,38.08,,
SMAR,2024-04-24,0.2,38.36,,
SMAR,2024-04-23,1.1,38.29,,
SMAR,2024-04-22,2.9,37.87,,
SMAR,2024-04-19,-1.7,36.8,,
SMAR,2024-04-18,-0.7,37.42,,
SMAR,2024-04-17,3.1,37.7,,
SMAR,2024-04-16,-0.4,36.58,,
SMAR,2024-04-15,-2.5,36.71,,
SMAR,2024-04-12,-2.6,37.67,,
SMAR,2024-04-11,0.8,38.69,,
SMAR,2024-04-10,-3.2,38.39,,
SMAR,2024-04-09,2.3,39.64,,
SMAR,2024-04-08,1.2,38.73,,
SMAR,2024-04-05,0.4,38.26,,
SMAR,,,,38.1,38.48
SMCI,2024-05-01,-14.0,738.3,,
SMCI,2024-04-30,-3.5,858.8,,
SMCI,2024-04-29,3.8,890.35,,
SMCI,2024-04-26,8.9,857.44,,
SMCI,2024-04-25,4.3,787.4,,
SMCI,2024-04-24,-0.9,754.72,,
SMCI,2024-04-23,6.3,761.86,,
SMCI,2024-04-22,0.5,717.02,,
SMCI,2024-04-19,-23.1,713.65,,
SMCI,2024-04-18,-3.3,928.48,,
SMCI,2024-04-17,-1.7,960.08,,
SMCI,2024-04-16,10.6,976.3,,
SMCI,2024-04-15,-1.8,882.75,,
SMCI,2024-04-12,-4.1,898.49,,
SMCI,2024-04-11,3.2,937.28,,
SMCI,2024-04-10,0.5,908.54,,
SMCI,2024-04-09,-2.6,904.2,,
SMCI,2024-04-08,-2.1,928.5,,
SMCI,2024-04-05,-1.0,948.02,,
SMCI,,,,957.99,738.3
SMMT,2024-05-01,19.6,4.7,,
SMMT,2024-04-30,1.3,3.93,,
SMMT,2024-04-29,0.5,3.88,,
SMMT,2024-04-26,8.7,3.86,,
SMMT,2024-04-25,-1.1,3.55,,
SMMT,2024-04-24,-3.8,3.59,,
SMMT,2024-04-23,6.9,3.73,,
SMMT,2024-04-22,-0.3,3.49,,
SMMT,2024-04-19,-0.3,3.5,,
SMMT,2024-04-18,-1.7,3.51,,
SMMT,2024-04-17,0.8,3.57,,
SMMT,2024-04-16,-3.1,3.54,,
SMMT,2024-04-15,-0.3,3.655,,
SMMT,2024-04-12,-9.1,3.665,,
SMMT,2024-04-11,0.8,4.03,,
SMMT,2024-04-10,-2.0,4.0,,
SMMT,2024-04-09,3.3,4.08,,
SMMT,2024-04-08,1.8,3.95,,
SMMT,2024-04-05,9.6,3.88,,
SMMT,,,,3.54,4.7
SMR,2024-05-01,-1.2,5.73,,
SMR,2024-04-30,-4.6,5.8,,
SMR,2024-04-29,0.3,6.08,,
SMR,2024-04-26,2.9,6.06,,
SMR,2024-04-25,7.1,5.89,,
SMR,2024-04-24,0.4,5.5,,
SMR,2024-04-23,11.2,5.48,,
SMR,2024-04-22,1.6,4.93,,
SMR,2024-04-19,-0.8,4.85,,
SMR,2024-04-18,-0.8,4.89,,
SMR,2024-04-17,-0.8,4.93,,
SMR,2024-04-16,2.5,4.97,,
SMR,2024-04-15,-8.0,4.85,,
SMR,2024-04-12,-0.9,5.27,,
SMR,2024-04-11,-1.8,5.32,,
SMR,2024-04-10,-3.4,5.42,,
SMR,2024-04-09,-5.6,5.61,,
SMR,2024-04-08,-2.6,5.94,,
SMR,2024-04-05,-1.0,6.1,,
SMR,,,,6.16,5.73
SMTC,2024-05-01,0.1,37.64,,
SMTC,2024-04-30,1.5,37.62,,
SMTC,2024-04-29,3.6,37.05,,
SMTC,2024-04-26,3.1,35.77,,
SMTC,2024-04-25,2.4,34.7,,
SMTC,2024-04-24,3.9,33.9,,
SMTC,2024-04-23,1.8,32.64,,
SMTC,2024-04-22,3.3,32.07,,
SMTC,2024-04-19,-3.1,31.05,,
SMTC,2024-04-18,-2.5,32.05,,
SMTC,2024-04-17,-0.2,32.86,,
SMTC,2024-04-16,1.7,32.94,,
SMTC,2024-04-15,-0.8,32.39,,
SMTC,2024-04-12,-6.7,32.64,,
SMTC,2024-04-11,5.3,35.0,,
SMTC,2024-04-10,-4.4,33.23,,
SMTC,2024-04-09,2.7,34.76,,
SMTC,2024-04-08,4.1,33.86,,
SMTC,2024-04-05,-1.6,32.54,,
SMTC,,,,33.06,37.64
SN,2024-05-01,-0.2,64.12,,
SN,2024-04-30,-1.0,64.28,,
SN,2024-04-29,1.7,64.95,,
SN,2024-04-26,1.7,63.84,,
SN,2024-04-25,-0.2,62.79,,
SN,2024-04-24,0.6,62.93,,
SN,2024-04-23,1.1,62.55,,
SN,2024-04-22,-0.0,61.84,,
SN,2024-04-19,-0.4,61.86,,
SN,2024-04-18,-1.8,62.08,,
SN,2024-04-17,1.0,63.19,,
SN,2024-04-16,1.3,62.59,,
SN,2024-04-15,0.8,61.76,,
SN,2024-04-12,-2.0,61.27,,
SN,2024-04-11,-0.7,62.51,,
SN,2024-04-10,-1.0,62.95,,
SN,2024-04-09,-2.0,63.56,,
SN,2024-04-08,0.2,64.83,,
SN,,,,64.72,64.12
SNAP,2024-05-01,5.4,15.86,,
SNAP,2024-04-30,3.9,15.05,,
SNAP,2024-04-29,-0.4,14.49,,
SNAP,2024-04-26,27.6,14.55,,
SNAP,2024-04-25,2.9,11.4,,
SNAP,2024-04-24,-2.7,11.08,,
SNAP,2024-04-23,2.2,11.39,,
SNAP,2024-04-22,-0.2,11.14,,
SNAP,2024-04-19,-4.0,11.16,,
SNAP,2024-04-18,6.7,11.63,,
SNAP,2024-04-17,4.7,10.9,,
SNAP,2024-04-16,0.7,10.41,,
SNAP,2024-04-15,-4.7,10.34,,
SNAP,2024-04-12,-4.5,10.85,,
SNAP,2024-04-11,4.4,11.36,,
SNAP,2024-04-10,-3.1,10.88,,
SNAP,2024-04-09,1.1,11.23,,
SNAP,2024-04-08,1.0,11.11,,
SNAP,2024-04-05,-0.2,11.0,,
SNAP,,,,11.02,15.86
SNDX,2024-05-01,4.0,21.97,,
SNDX,2024-04-30,-0.7,21.13,,
SNDX,2024-04-29,1.0,21.28,,
SNDX,2024-04-26,2.4,21.06,,
SNDX,2024-04-25,-1.1,20.57,,
SNDX,2024-04-24,-0.9,20.79,,
SNDX,2024-04-23,0.0,20.97,,
SNDX,2024-04-22,0.8,20.96,,
SNDX,2024-04-19,1.5,20.8,,
SNDX,2024-04-18,-1.2,20.49,,
SNDX,2024-04-17,-2.5,20.74,,
SNDX,2024-04-16,-1.6,21.28,,
SNDX,2024-04-15,-0.5,21.62,,
SNDX,2024-04-12,-2.7,21.72,,
SNDX,2024-04-11,1.4,22.32,,
SNDX,2024-04-10,-4.3,22.01,,
SNDX,2024-04-09,0.8,23.0,,
SNDX,2024-04-08,-0.3,22.81,,
SNDX,2024-04-05,1.2,22.89,,
SNDX,,,,22.62,21.97
SNOW,2024-05-01,0.6,156.14,,
SNOW,2024-04-30,-1.4,155.2,,
SNOW,2024-04-29,-0.4,157.44,,
SNOW,2024-04-26,3.7,158.13,,
SNOW,2024-04-25,-1.6,152.5,,
SNOW,2024-04-24,2.5,154.99,,
SNOW,2024-04-23,2.7,151.17,,
SNOW,2024-04-22,1.2,147.21,,
SNOW,2024-04-19,-2.0,145.45,,
SNOW,2024-04-18,-0.3,148.41,,
SNOW,2024-04-17,-1.0,148.8,,
SNOW,2024-04-16,-1.1,150.3,,
SNOW,2024-04-15,-4.1,151.98,,
SNOW,2024-04-12,-0.5,158.56,,
SNOW,2024-04-11,4.2,159.35,,
SNOW,2024-04-10,-1.7,152.97,,
SNOW,2024-04-09,0.5,155.58,,
SNOW,2024-04-08,0.6,154.86,,
SNOW,2024-04-05,1.7,153.86,,
SNOW,,,,151.34,156.14
SNPS,2024-05-01,-1.6,522.18,,
SNPS,2024-04-30,-2.6,530.59,,
SNPS,2024-04-29,0.2,544.76,,
SNPS,2024-04-26,2.6,543.66,,
SNPS,2024-04-25,0.5,530.11,,
SNPS,2024-04-24,0.0,527.52,,
SNPS,2024-04-23,2.3,527.5,,
SNPS,2024-04-22,0.9,515.49,,
SNPS,2024-04-19,-1.7,510.71,,
SNPS,2024-04-18,-1.5,519.71,,
SNPS,2024-04-17,-2.5,527.58,,
SNPS,2024-04-16,-0.5,541.09,,
SNPS,2024-04-15,-2.4,543.91,,
SNPS,2024-04-12,-0.9,557.16,,
SNPS,2024-04-11,0.1,561.97,,
SNPS,2024-04-10,-1.4,561.23,,
SNPS,2024-04-09,-1.3,568.99,,
SNPS,2024-04-08,0.2,576.36,,
SNPS,2024-04-05,1.5,575.45,,
SNPS,,,,567.11,522.18
SNV,2024-05-01,1.7,36.4,,
SNV,2024-04-30,-1.9,35.79,,
SNV,2024-04-29,-1.0,36.49,,
SNV,2024-04-26,0.7,36.85,,
SNV,2024-04-25,-0.6,36.59,,
SNV,2024-04-24,0.5,36.82,,
SNV,2024-04-23,2.7,36.63,,
SNV,2024-04-22,2.2,35.68,,
SNV,2024-04-19,3.0,34.91,,
SNV,2024-04-18,-7.4,33.9,,
SNV,2024-04-17,-0.0,36.62,,
SNV,2024-04-16,-0.4,36.63,,
SNV,2024-04-15,-0.2,36.76,,
SNV,2024-04-12,-0.9,36.83,,
SNV,2024-04-11,0.1,37.18,,
SNV,2024-04-10,-5.2,37.16,,
SNV,2024-04-09,0.4,39.19,,
SNV,2024-04-08,2.0,39.03,,
SNV,2024-04-05,0.9,38.25,,
SNV,,,,37.92,36.4
SO,2024-05-01,1.4,74.52,,
SO,2024-04-30,-1.2,73.5,,
SO,2024-04-29,1.6,74.39,,
SO,2024-04-26,-1.6,73.21,,
SO,2024-04-25,0.6,74.37,,
SO,2024-04-24,0.9,73.91,,
SO,2024-04-23,0.4,73.25,,
SO,2024-04-22,1.2,72.98,,
SO,2024-04-19,2.2,72.15,,
SO,2024-04-18,1.1,70.57,,
SO,2024-04-17,3.0,69.8,,
SO,2024-04-16,-0.9,67.77,,
SO,2024-04-15,-0.5,68.39,,
SO,2024-04-12,-1.2,68.73,,
SO,2024-04-11,-0.3,69.58,,
SO,2024-04-10,-1.2,69.77,,
SO,2024-04-09,0.8,70.59,,
SO,2024-04-08,0.2,70.06,,
SO,2024-04-05,-0.2,69.91,,
SO,,,,70.05,74.52
SOFI,2024-05-01,2.1,6.92,,
SOFI,2024-04-30,-3.8,6.78,,
SOFI,2024-04-29,-10.5,7.045,,
SOFI,2024-04-26,3.7,7.87,,
SOFI,2024-04-25,-0.1,7.59,,
SOFI,2024-04-24,0.3,7.6,,
SOFI,2024-04-23,4.6,7.58,,
SOFI,2024-04-22,2.0,7.25,,
SOFI,2024-04-19,-0.3,7.11,,
SOFI,2024-04-18,-0.4,7.13,,
SOFI,2024-04-17,-0.6,7.16,,
SOFI,2024-04-16,1.1,7.2,,
SOFI,2024-04-15,-2.9,7.12,,
SOFI,2024-04-12,-4.1,7.33,,
SOFI,2024-04-11,1.1,7.64,,
SOFI,2024-04-10,-4.2,7.56,,
SOFI,2024-04-09,1.7,7.89,,
SOFI,2024-04-08,4.9,7.76,,
SOFI,2024-04-05,1.2,7.4,,
SOFI,,,,7.31,6.92
SONO,2024-05-01,-0.2,16.87,,
SONO,2024-04-30,-2.4,16.9,,
SONO,2024-04-29,2.0,17.31,,
SONO,2024-04-26,-0.9,16.97,,
SONO,2024-04-25,-1.2,17.13,,
SONO,2024-04-24,-2.1,17.34,,
SONO,2024-04-23,3.0,17.71,,
SONO,2024-04-22,1.7,17.19,,
SONO,2024-04-19,0.2,16.91,,
SONO,2024-04-18,-0.6,16.87,,
SONO,2024-04-17,0.3,16.98,,
SONO,2024-04-16,0.2,16.93,,
SONO,2024-04-15,-3.4,16.89,,
SONO,2024-04-12,-1.8,17.48,,
SONO,2024-04-11,-0.4,17.8,,
SONO,2024-04-10,-1.4,17.88,,
SONO,2024-04-09,0.2,18.13,,
SONO,2024-04-08,-1.1,18.09,,
SONO,2024-04-05,-2.1,18.3,,
SONO,,,,18.69,16.87
SOUN,2024-05-01,4.0,4.41,,
SOUN,2024-04-30,-8.2,4.24,,
SOUN,2024-04-29,5.0,4.62,,
SOUN,2024-04-26,5.8,4.4,,
SOUN,2024-04-25,3.7,4.16,,
SOUN,2024-04-24,-3.8,4.01,,
SOUN,2024-04-23,10.3,4.17,,
SOUN,2024-04-22,6.5,3.78,,
SOUN,2024-04-19,-7.3,3.55,,
SOUN,2024-04-18,-3.3,3.83,,
SOUN,2024-04-17,-2.5,3.96,,
SOUN,2024-04-16,2.3,4.06,,
SOUN,2024-04-15,-9.4,3.97,,
SOUN,2024-04-12,-8.2,4.38,,
SOUN,2024-04-11,5.8,4.77,,
SOUN,2024-04-10,-7.0,4.51,,
SOUN,2024-04-09,-3.0,4.85,,
SOUN,2024-04-08,-3.5,5.0,,
SOUN,2024-04-05,-1.7,5.18,,
SOUN,,,,5.27,4.41
SPGI,2024-05-01,0.1,416.2,,
SPGI,2024-04-30,0.1,415.83,,
SPGI,2024-04-29,-0.1,415.31,,
SPGI,2024-04-26,0.1,415.78,,
SPGI,2024-04-25,0.5,415.5,,
SPGI,2024-04-24,0.0,413.28,,
SPGI,2024-04-23,-0.9,413.26,,
SPGI,2024-04-22,1.1,416.93,,
SPGI,2024-04-19,-0.2,412.56,,
SPGI,2024-04-18,0.3,413.37,,
SPGI,2024-04-17,0.9,412.11,,
SPGI,2024-04-16,-0.2,408.56,,
SPGI,2024-04-15,-2.0,409.56,,
SPGI,2024-04-12,-1.2,417.81,,
SPGI,2024-04-11,-0.3,422.92,,
SPGI,2024-04-10,-2.5,424.04,,
SPGI,2024-04-09,0.2,435.0,,
SPGI,2024-04-08,0.6,434.11,,
SPGI,2024-04-05,0.7,431.59,,
SPGI,,,,428.42,416.2
SPOT,2024-05-01,1.5,284.54,,
SPOT,2024-04-30,-2.0,280.44,,
SPOT,2024-04-29,-1.2,286.24,,
SPOT,2024-04-26,0.2,289.59,,
SPOT,2024-04-25,2.8,289.02,,
SPOT,2024-04-24,-7.3,281.23,,
SPOT,2024-04-23,11.4,303.31,,
SPOT,2024-04-22,-1.3,272.24,,
SPOT,2024-04-19,-4.6,275.83,,
SPOT,2024-04-18,-1.5,289.2,,
SPOT,2024-04-17,-1.5,293.58,,
SPOT,2024-04-16,2.6,298.08,,
SPOT,2024-04-15,-3.3,290.52,,
SPOT,2024-04-12,-1.0,300.45,,
SPOT,2024-04-11,1.2,303.57,,
SPOT,2024-04-10,-0.2,299.99,,
SPOT,2024-04-09,-2.7,300.73,,
SPOT,2024-04-08,-0.4,309.07,,
SPOT,2024-04-05,4.8,310.31,,
SPOT,,,,295.96,284.54
SPR,2024-05-01,0.2,32.07,,
SPR,2024-04-30,-1.9,32.0,,
SPR,2024-04-29,0.4,32.61,,
SPR,2024-04-26,2.1,32.49,,
SPR,2024-04-25,0.9,31.81,,
SPR,2024-04-24,-1.8,31.54,,
SPR,2024-04-23,-2.3,32.13,,
SPR,2024-04-22,-0.1,32.9,,
SPR,2024-04-19,-0.7,32.93,,
SPR,2024-04-18,-0.7,33.15,,
SPR,2024-04-17,-1.1,33.37,,
SPR,2024-04-16,1.0,33.74,,
SPR,2024-04-15,-2.5,33.41,,
SPR,2024-04-12,-1.3,34.27,,
SPR,2024-04-11,1.6,34.73,,
SPR,2024-04-10,1.7,34.19,,
SPR,2024-04-09,-0.8,33.63,,
SPR,2024-04-08,-1.4,33.91,,
SPR,2024-04-05,1.1,34.39,,
SPR,,,,34.03,32.07
SQ,2024-05-01,-8.4,66.84,,
SQ,2024-04-30,-3.1,73.0,,
SQ,2024-04-29,1.1,75.31,,
SQ,2024-04-26,2.3,74.48,,
SQ,2024-04-25,-1.7,72.79,,
SQ,2024-04-24,-1.6,74.03,,
SQ,2024-04-23,5.0,75.21,,
SQ,2024-04-22,1.7,71.6,,
SQ,2024-04-19,-2.3,70.42,,
SQ,2024-04-18,-2.0,72.06,,
SQ,2024-04-17,0.5,73.51,,
SQ,2024-04-16,-0.5,73.14,,
SQ,2024-04-15,-4.5,73.5,,
SQ,2024-04-12,-3.8,76.99,,
SQ,2024-04-11,2.0,80.06,,
SQ,2024-04-10,-1.8,78.51,,
SQ,2024-04-09,2.1,79.98,,
SQ,2024-04-08,1.5,78.35,,
SQ,2024-04-05,3.3,77.17,,
SQ,,,,74.73,66.84
SRE,2024-05-01,0.4,71.95,,
SRE,2024-04-30,-0.9,71.63,,
SRE,2024-04-29,1.3,72.28,,
SRE,2024-04-26,-0.9,71.32,,
SRE,2024-04-25,-0.1,71.98,,
SRE,2024-04-24,0.7,72.04,,
SRE,2024-04-23,0.5,71.52,,
SRE,2024-04-22,1.5,71.13,,
SRE,2024-04-19,2.4,70.08,,
SRE,2024-04-18,0.7,68.44,,
SRE,2024-04-17,2.3,67.94,,
SRE,2024-04-16,-2.5,66.41,,
SRE,2024-04-15,-0.8,68.11,,
SRE,2024-04-12,-0.8,68.69,,
SRE,2024-04-11,-1.3,69.25,,
SRE,2024-04-10,-2.1,70.18,,
SRE,2024-04-09,1.3,71.68,,
SRE,2024-04-08,0.4,70.77,,
SRE,2024-04-05,-0.5,70.52,,
SRE,,,,70.84,71.95
SRPT,2024-05-01,3.3,130.9,,
SRPT,2024-04-30,-1.7,126.66,,
SRPT,2024-04-29,0.0,128.8,,
SRPT,2024-04-26,1.1,128.77,,
SRPT,2024-04-25,2.5,127.39,,
SRPT,2024-04-24,6.1,124.25,,
SRPT,2024-04-23,0.1,117.12,,
SRPT,2024-04-22,1.2,116.96,,
SRPT,2024-04-19,-0.8,115.62,,
SRPT,2024-04-18,-1.1,116.55,,
SRPT,2024-04-17,0.5,117.89,,
SRPT,2024-04-16,-0.9,117.29,,
SRPT,2024-04-15,-3.7,118.31,,
SRPT,2024-04-12,-1.3,122.87,,
SRPT,2024-04-11,-1.5,124.45,,
SRPT,2024-04-10,-0.5,126.31,,
SRPT,2024-04-09,0.5,126.98,,
SRPT,2024-04-08,0.2,126.39,,
SRPT,2024-04-05,0.2,126.08,,
SRPT,,,,125.79,130.9
SSNC,2024-05-01,-1.1,61.22,,
SSNC,2024-04-30,-0.0,61.89,,
SSNC,2024-04-29,1.1,61.92,,
SSNC,2024-04-26,-0.1,61.24,,
SSNC,2024-04-25,-0.4,61.31,,
SSNC,2024-04-24,0.9,61.54,,
SSNC,2024-04-23,-0.4,60.98,,
SSNC,2024-04-22,0.7,61.23,,
SSNC,2024-04-19,0.6,60.82,,
SSNC,2024-04-18,0.4,60.47,,
SSNC,2024-04-17,-0.1,60.24,,
SSNC,2024-04-16,0.6,60.28,,
SSNC,2024-04-15,-3.4,59.9,,
SSNC,2024-04-12,0.8,62.01,,
SSNC,2024-04-11,-0.4,61.54,,
SSNC,2024-04-10,-1.9,61.81,,
SSNC,2024-04-09,0.6,63.0,,
SSNC,2024-04-08,-0.1,62.65,,
SSNC,2024-04-05,0.3,62.73,,
SSNC,,,,62.57,61.22
ST,2024-05-01,1.8,38.99,,
ST,2024-04-30,7.1,38.31,,
ST,2024-04-29,2.2,35.76,,
